name,aliases,hash_id,current_affiliation,previous_affiliation,last_degree_affiliation,orcid_url,orcid,author_id,verified
Myrna Garstka,NA,4ae385b5d0b9ea99c92582eab3bfa1e9e2347164,Mater Ecclesiae College,NA,NA,NA,0000-0000-0000-00357,357,FALSE
Classie Castaldo,NA,772821612751a3ca4ac064d9ec57046daab39e6e,Pittsburg State University,NA,NA,NA,0000-0000-0000-00358,358,FALSE
Emil Dombroski,NA,32ba23726779eeabf13621fa7f496ca00522aba8,Oklahoma School of Photography,NA,NA,NA,0000-0000-0000-00359,359,FALSE
Margret Hemlepp,NA,197249448d01b16398e7c6ac2ab3a9c8bc75e9b5,Carville Job Corps Academy,NA,NA,NA,0000-0000-0000-00360,360,FALSE
Ana Bumbrey,NA,cf3285901204f832addbb6804792b35ab71d02a1,Florida School of Massage,NA,NA,NA,0000-0000-0000-00361,361,FALSE
Astrid Marafioti,NA,e6c517f0fe79c00f0409310be4b47212cb9a17c2,Santa Clara University,NA,NA,NA,0000-0000-0000-00362,362,FALSE
Albertha Piepenbrink,NA,78700240147ece222b4553d35291aead412d0ecb,University of Northern Colorado,NA,NA,NA,0000-0000-0000-00363,363,FALSE
Dorthey Meley,NA,ad5abd4a53f94b77734a354831f862571e768f92,Everest College - Renton,NA,NA,NA,0000-0000-0000-00364,364,FALSE
Donya Woehr,NA,7f47864f1eb3c9e82d32a8c95e32965560ff7165,Pennsylvania Institute of Technology,NA,NA,NA,0000-0000-0000-00365,365,FALSE
Raisa Zeidler,NA,6d23f9e62ae83cb550ca205433a5d1e4cbb11cc0,Everest College - San Bernardino,NA,NA,NA,0000-0000-0000-00366,366,FALSE
Lala Causby,NA,6fb46f30199c238511e1bbc9dd1f914295651853,Thomas College,NA,NA,NA,0000-0000-0000-00367,367,FALSE
Merrie Theilen,NA,4f4282013ee3002af31aa9ea4628afeec2ce3fa0,Regent University,NA,NA,NA,0000-0000-0000-00368,368,FALSE
Kimberlie Ruthledge,NA,2a57ed01252102eb4a73d0042bb9e1001eb6df48,Porter and Chester Institute - Chicopee,NA,NA,NA,0000-0000-0000-00369,369,FALSE
Zachariah Feldtman,NA,7e3ba8467169ff40dbda3ece6dcd900d2ed46f83,U.S. Army Command and General Staff College,NA,NA,NA,0000-0000-0000-00370,370,FALSE
Maryellen Emmrich,NA,443da56d412f73c41f03494fe6a38ed9076912d8,Pennsylvania State University,NA,NA,NA,0000-0000-0000-00371,371,FALSE
Nicolas Kilpatrick,NA,f91343d17d9d682975d7ff698f1d23acfeca70b4,Folsom Lake College,NA,NA,NA,0000-0000-0000-00372,372,FALSE
Hannelore Bland,NA,6b44a32bb9b4c7d8343ea794c43dce566a51ba9d,International Education Center at Orange Coast College,NA,NA,NA,0000-0000-0000-00373,373,FALSE
Brenton Broski,NA,fdac4c949905eb235c42ec1168f342758137c94f,Apex College of Veterinary Technology,NA,NA,NA,0000-0000-0000-00374,374,FALSE
Christy Baibak,NA,809d6d18dfd6159c75b59f43426edcbcea10fe75,Escuela de Peritos Electricitas de Isabela,NA,NA,NA,0000-0000-0000-00375,375,FALSE
Cyrus Conmy,NA,32ca7b3d3fabeab086dd8b81298f05d4938ac914,Touro University California,NA,NA,NA,0000-0000-0000-00376,376,FALSE
Johanna Brengettey,NA,fd4ee70453901e069fa1ef608872c2b6f132b2a4,Academy Pacific Travel College,NA,NA,NA,0000-0000-0000-00377,377,FALSE
Darron Lonneman,NA,29f0c5e3d207d8ee7037377f2c3c83291e329b00,Goddard College,NA,NA,NA,0000-0000-0000-00378,378,FALSE
Hortensia Fryer,NA,4b18f96d07d7e499062cd7cfb521eeeeccc0916a,IMEDIA,NA,NA,NA,0000-0000-0000-00379,379,FALSE
Edna Derbyshire,NA,2bad446b783aac990d64617543dce82349f0eb4e,TCM International Institute,NA,NA,NA,0000-0000-0000-00380,380,FALSE
Caroline Krone,NA,f2903112dcee68ac3c57d6bee5d3c8ed6d969351,Seattle Midwifery School,NA,NA,NA,0000-0000-0000-00381,381,FALSE
Nga Lannier,NA,fb731d65b9abfec4a127d2b3565681bd4eb929a1,Kaskaskia College,NA,NA,NA,0000-0000-0000-00382,382,FALSE
Sheila Graf,NA,21da93fbef4453a0256f8fd003c9ced843de8897,Tennessee State University,NA,NA,NA,0000-0000-0000-00383,383,FALSE
Kristofer Faville,NA,992348148c19893230dad347cfe98b040c6eb7ec,Union College,NA,NA,NA,0000-0000-0000-00384,384,FALSE
Cecil Valent,NA,dc1fe18e1e8a3109dc75095069c6a6a52a761444,Norwich University,NA,NA,NA,0000-0000-0000-00385,385,FALSE
Hee Ashner,NA,9e2489c8bcf676209263756df9c2724e5c429f3a,Mid-America Technology Center,NA,NA,NA,0000-0000-0000-00386,386,FALSE
Leon Fantazia,NA,9e3f0600d1501323a7c139b92948acd62fe77522,Aquinas Institute of Theology,NA,NA,NA,0000-0000-0000-00387,387,FALSE
Shalon Melgaard,NA,e3944167833118e3c385c9c55882abe35516078a,Shawnee State University,NA,NA,NA,0000-0000-0000-00388,388,FALSE
Denice Langston,NA,e0450cdc9a9b2058c3a9375333aad7e157564c3e,Northwestern University,NA,NA,NA,0000-0000-0000-00389,389,FALSE
Gracie Aprigliano,NA,9414189797dc85e9d205bf1c16520766afa1a97e,Malik College,NA,NA,NA,0000-0000-0000-00390,390,FALSE
Dorsey Gorbet,NA,32fcd442ef7068d7a816999cb687e9647e98f9f6,Bauder College,NA,NA,NA,0000-0000-0000-00391,391,FALSE
Janean Champey,NA,15804aac390151e54a5afd43135e8005e29c10b4,"Prospect CCMC, LLC",NA,NA,NA,0000-0000-0000-00392,392,FALSE
Rachael Plocica,NA,5bccd18ac3985bfda5cd79a31bdad810240333ca,HARDI Home Study Institute,NA,NA,NA,0000-0000-0000-00393,393,FALSE
Alison Leiendecker,NA,b7de5c11b65d1532faa792951e04c030f4523d3e,Vatterott College - Memphis,NA,NA,NA,0000-0000-0000-00394,394,FALSE
Karyn Collister,NA,388c4fcf95a30f269435dac993d46b72a679e6e6,Ruby's Academy for Health Occupations,NA,NA,NA,0000-0000-0000-00395,395,FALSE
Myong Leick,NA,82a2a8aa173de1e70677133ef5187bd7b3226bf2,Louisiana State University at Alexandria,NA,NA,NA,0000-0000-0000-00396,396,FALSE
Kasie Fryou,NA,e2afbca1201e239bd3ec05efd0fd90221ef356c2,Stockton Christian Life College,NA,NA,NA,0000-0000-0000-00397,397,FALSE
Ingrid Grustas,NA,e15e6edaf58550558a8447df7e7b1706e7301831,Boricua College,NA,NA,NA,0000-0000-0000-00398,398,FALSE
Elmo Menesez,NA,d7bc1a56f4be890377cb28de5a9775cacd1a73ac,Centro de Capacitacion y Asesoramiento Vetelba,NA,NA,NA,0000-0000-0000-00399,399,FALSE
Dahlia Kalp,NA,60d8c198eda21b758c515dd104853956cb009fd4,Esalen Institute,NA,NA,NA,0000-0000-0000-00400,400,FALSE
Reyna Opoien,NA,f451643ccaca2489d7c49c07bcfe870c10de93a7,Florida International University,NA,NA,NA,0000-0000-0000-00401,401,FALSE
Archie Sylvestre,NA,2fa178e15f9423c9f1af0513383df5babd3ce1a5,Yeshiva of Ocean,NA,NA,NA,0000-0000-0000-00402,402,FALSE
Ma Dewaters,NA,b1b76139816d42421db2e5a8f07bf89194faa629,Bryant and Stratton College,NA,NA,NA,0000-0000-0000-00403,403,FALSE
Rosella Albanese,NA,8aa844b6f85c915f72c94380cfcb0bb38f627cb1,North Orange County Regional Occupational Program,NA,NA,NA,0000-0000-0000-00404,404,FALSE
Glory Caposole,NA,824c0aede2375dd2057521dc8d0cfde448f2baa6,"Centro de Capacitacion y Asesoramiento, Vetelba",NA,NA,NA,0000-0000-0000-00405,405,FALSE
Jaquelyn Guinyard,NA,5956ac60aa714b3cdd05c6e3ce68828b396fadf7,Lindsey Wilson College,NA,NA,NA,0000-0000-0000-00406,406,FALSE
Shea Blint,NA,91a83aed2c201441961323a790c3cb63aeb3d6ea,Indiana University Kokomo,NA,NA,NA,0000-0000-0000-00407,407,FALSE
Anette Boeshore,NA,b62d37aae4b402e25a57155b185c53d0384d62cc,Crafton Hills College,NA,NA,NA,0000-0000-0000-00408,408,FALSE
Meda Wiggains,NA,aad2063174ed869fc380f38d8ca815ec4f49bb68,Columbia International University,NA,NA,NA,0000-0000-0000-00409,409,FALSE
Analisa Seckletstewa,NA,73ec1cccc7c0f5bb029e32e9c39b0e1486d28dbb,Keck Graduate Institue,NA,NA,NA,0000-0000-0000-00410,410,FALSE
Nella Hogen,NA,bb07bb0acb1792a91b489022405a5f52f56be9f2,Molloy College,NA,NA,NA,0000-0000-0000-00411,411,FALSE
Xiao Reinbolt,NA,eecec430cbc77c0814f0ac3c3ab3f1ab4307c28a,Instituto Irma Valentin,NA,NA,NA,0000-0000-0000-00412,412,FALSE
Neva Formella,NA,0ec4051ae27ca0a7820d57f8d83824b44efb6280,Windward School for Adults,NA,NA,NA,0000-0000-0000-00413,413,FALSE
Marisol Abud,NA,6daed09cb2e77c2517b45f032a71ab4d396c0106,Manhattan Institute,NA,NA,NA,0000-0000-0000-00414,414,FALSE
Mohammad Maione,NA,a5ebb50d2e2ef8f7a6fd53cb1f97b1b7c7dd039d,CollegeAmerica - Fort Collins,NA,NA,NA,0000-0000-0000-00415,415,FALSE
Rosann Chevez,NA,923c72dcfa3e27b355ee0a35e1825a59587c3b9b,Internexus San Diego,NA,NA,NA,0000-0000-0000-00416,416,FALSE
Bula Givliani,NA,13ad73468f77b9a80fa97b6f8fec79a358482ed2,Daemen College,NA,NA,NA,0000-0000-0000-00417,417,FALSE
Katy Lare,NA,2c69736819c00867d95dd1bf35217a2ed994990e,Charleston School of Law,NA,NA,NA,0000-0000-0000-00418,418,FALSE
Jeffery Dunkel,NA,921b814ba386e96180b6ebb81d9eff7baaa724b3,Mountain View Adult School - High Desert State Prison,NA,NA,NA,0000-0000-0000-00419,419,FALSE
Rosendo Prichett,NA,70966c903b94f59b45506311a538b8614848005f,Berkeley City College,NA,NA,NA,0000-0000-0000-00420,420,FALSE
Annemarie Dechico,NA,8c4380b114ea95e2159450ad1bb1188dcb312e14,Washington College,NA,NA,NA,0000-0000-0000-00421,421,FALSE
Bennett Clenney,NA,b8914eaa4ed20953d3f9f60b16b6ff03be216d0b,San Diego County ROP,NA,NA,NA,0000-0000-0000-00422,422,FALSE
Jefferey Skagen,NA,b110e0972e0f4c769a18890c47867fe859dc5b13,The National Massage Therapy Institute - Wilmington,NA,NA,NA,0000-0000-0000-00423,423,FALSE
Toccara Morgner,NA,f3823a428160d6563607852d5b1e4f35ca8bda10,Northwood University,NA,NA,NA,0000-0000-0000-00424,424,FALSE
Elda Bolin,NA,3307957ff68afcd71a9652f0215d721c324e3518,Gamla College,NA,NA,NA,0000-0000-0000-00425,425,FALSE
Inocencia Amormino,NA,79625494a9736d1b40bb360323f35c520c1c0713,Bryant and Stratton College - Newport News,NA,NA,NA,0000-0000-0000-00426,426,FALSE
Floretta Kura,NA,eaa74d4528b47c123a15ca0afd82e5703003d186,"The Rapha School, LLC",NA,NA,NA,0000-0000-0000-00427,427,FALSE
Ellamae Stolz,NA,13b4aa0d7c62f8222c2ae661cd05459fcf63e8a4,Polytechnic Institute of New York University,NA,NA,NA,0000-0000-0000-00428,428,FALSE
Sheri Pagel,NA,00fa81fb51d610cbac4ad546228e0ee7f2b62430,Defense Institute of Security Assistance Management,NA,NA,NA,0000-0000-0000-00429,429,FALSE
Naomi Verjan,NA,714a4aa8c9b4898b05cff8f1c21a87ba8e798553,LIM College,NA,NA,NA,0000-0000-0000-00430,430,FALSE
Kai Difrancisco,NA,7d6117f0dd12b5b74f86daf90e586a49ee534e46,Inter American University of Puerto Rico Guayama,NA,NA,NA,0000-0000-0000-00431,431,FALSE
Jannie Llarenas,NA,12a1f6603b18d18336763c40867aa3417c4e9fc6,Special School District of St. Louis County,NA,NA,NA,0000-0000-0000-00432,432,FALSE
Eddy Reusch,NA,21a67ffd9e973da499db50fd49788236aaf9a7b6,Associated Beth Rivkah Schools,NA,NA,NA,0000-0000-0000-00433,433,FALSE
Lupita Puglisi,NA,a662ee4fa1a91b34c91f837b3051234744e91b8d,Thaddeus Stevens College of Technology,NA,NA,NA,0000-0000-0000-00434,434,FALSE
Magda Ebadi,NA,52f435f990623bc0088aeadc756599ca9c8017fe,John Dewey College - University Division,NA,NA,NA,0000-0000-0000-00435,435,FALSE
Dedra Wollmer,NA,a4ae249330b7cfdf2d5e63afa4c54b4648fde10c,University of North Carolina at Asheville,NA,NA,NA,0000-0000-0000-00436,436,FALSE
Sondra Henjes,NA,f3f6bcc4c75b2fcd46e0fedc4ea34cbbaf31f384,University of North America,NA,NA,NA,0000-0000-0000-00437,437,FALSE
Jodie Koopmans,NA,0e24b95e0010d316dbbb74a695790c73fd832532,Instituto Irma Valentin - Caguas,NA,NA,NA,0000-0000-0000-00438,438,FALSE
Ethelyn Greenlees,NA,f0213fe5aa7d9abc168ba0f15e38ef3e93fe02a6,Galena City Schools,NA,NA,NA,0000-0000-0000-00439,439,FALSE
Aurea Gallik,NA,627a3201138429d6d8d95f81e7155ae6b4b32a8c,Canadian Valley Technology Center - Cowan/Yukon/Czech,NA,NA,NA,0000-0000-0000-00440,440,FALSE
Darcie Hichens,NA,56481f61a4778b1e4240def14fca4c4bb03568e1,Jackson State University,NA,NA,NA,0000-0000-0000-00441,441,FALSE
Tosha Terrell,NA,34de9319ab98257cb42bd9426d471fd911c63064,Vatterott College - Oklahoma City,NA,NA,NA,0000-0000-0000-00442,442,FALSE
Robena Arwood,NA,013da00b357fb53946b83c71ebff6813065cd547,UAC School of Global Management,NA,NA,NA,0000-0000-0000-00443,443,FALSE
Elodia Rocray,NA,52943a85acd750eb2b31ab969b5bba4654089905,Azusa Adult School,NA,NA,NA,0000-0000-0000-00444,444,FALSE
Adolfo Iwasaki,NA,ba6b70dce77c47e7dbf20e5c40de54338bc0c463,University of Miami,NA,NA,NA,0000-0000-0000-00445,445,FALSE
Buck Sigley,NA,1c9396e3b2841623931d2e5f1442a72dcc5ecf35,Columbia Southern University,NA,NA,NA,0000-0000-0000-00446,446,FALSE
Della Phillians,NA,bbe371c9706920ab5c631f2a2da8026c9c34b59c,Hypnosis Motivation Institute,NA,NA,NA,0000-0000-0000-00447,447,FALSE
Tequila Haluska,NA,e8d0dc0b0d257a346c3f8c3e3d02e4c2241da22c,MacMurray College,NA,NA,NA,0000-0000-0000-00448,448,FALSE
Etha Alire,NA,40bc026ef68ce504885053aafa8278de19b88208,Casper College,NA,NA,NA,0000-0000-0000-00449,449,FALSE
Keturah Zummo,NA,d9cb10f61ce84a554e97202d90f855e055f525ae,Wilkes University,NA,NA,NA,0000-0000-0000-00450,450,FALSE
Alla Linne,NA,5c041b41d8b9ab8f734acc97bac910b52f3c3970,JPS INSTITUTE FOR HEALTH CAREER DEVELOPMENT,NA,NA,NA,0000-0000-0000-00451,451,FALSE
Alta Mangrum,NA,3a7648270fa6640990ccc6f15541f0b1d52bed4c,Stevens Institute of Technology,NA,NA,NA,0000-0000-0000-00452,452,FALSE
Destiny Corso,NA,d6d6a7828edb41c309eadacce5c50cab55e2558f,Northern Michigan University,NA,NA,NA,0000-0000-0000-00453,453,FALSE
Marilou Veillon,NA,6fa803419a21de3646b3801a9651954dad73fc6d,University of Southern California,NA,NA,NA,0000-0000-0000-00454,454,FALSE
Edmond Zingaro,NA,dae6ea7c2c549141fdcee7d63594cbb1d49a56fa,Wheeling University,NA,NA,NA,0000-0000-0000-00455,455,FALSE
Shalonda Moes,NA,0e2e117782aa2ddcd4323585d711b5aef7c7c0c7,CALC Institute of Technology,NA,NA,NA,0000-0000-0000-00456,456,FALSE
Epifania Salcido,NA,af05742b84995847775925494c0639ca62d1a7e5,Atlanta Institute of Music and Media,NA,NA,NA,0000-0000-0000-00457,457,FALSE
Gennie Hendrics,NA,d18f8754228bab0a5d0b9ed3f09bb5283600a43f,Seacoast Center for Education,NA,NA,NA,0000-0000-0000-00458,458,FALSE
Kenisha Unverzagt,NA,03550fdef9c542a7f2389b3a8a0f6eb809776068,College of Menominee Nation,NA,NA,NA,0000-0000-0000-00459,459,FALSE
Fernando Bonar,NA,dcd9d82e06c7a1bb0b222a7ac086462d3d12c4c4,University of Illinois at Urbana-Champaign,NA,NA,NA,0000-0000-0000-00460,460,FALSE
Dionna Harnist,NA,5b1b374c1ddba8f39e71d8ff990a006bba9f1d61,Dale Carnegie of San Joaquin,NA,NA,NA,0000-0000-0000-00461,461,FALSE
Wilmer Korman,NA,cd097956bee7a148b153485db7c3774a741057ba,Piberry Institute,NA,NA,NA,0000-0000-0000-00462,462,FALSE
Lachelle Mccroskey,NA,4f8f2c865a29676a4685a613e70638c0dcd99bee,Beth Medrash Govoha,NA,NA,NA,0000-0000-0000-00463,463,FALSE
Vickey Clayter,NA,3147c49be0f2b7feec8ed847231aaf9fe8a3dcf5,North Central State College,NA,NA,NA,0000-0000-0000-00464,464,FALSE
Windy Cherep,NA,a72091c81159f7d38b01583f628952142a84db3e,American National University,NA,NA,NA,0000-0000-0000-00465,465,FALSE
Thea Wilmer,NA,dbca831653bd2e8ea0c566684826aaf66609f9db,Rockbridge Seminary,NA,NA,NA,0000-0000-0000-00466,466,FALSE
Ettie Lehtonen,NA,3eb826c30e450b5db185d2a88026f955b99690d3,North-West College-West Covina,NA,NA,NA,0000-0000-0000-00467,467,FALSE
Bennie Kruskie,NA,c9bd6a9ae61bc6aa96bf5f69ae6f562e737b72ef,SOMERSET TECHNICAL COLLEGE,NA,NA,NA,0000-0000-0000-00468,468,FALSE
Selena Rookwood,NA,12e36428812067aeeee46d19c249897eec2c77a4,University of Nebraska - Omaha,NA,NA,NA,0000-0000-0000-00469,469,FALSE
Ezra Hock,NA,a39af73959483fda4ad997afb53ed53c51e92406,Ohio Academy of Holistic Health,NA,NA,NA,0000-0000-0000-00470,470,FALSE
Sabina Eyster,NA,fe9a7375b2cdd42bf814977eda605c66eaa6280f,UNIVERSITY MEDICAL CENTER,NA,NA,NA,0000-0000-0000-00471,471,FALSE
Coretta Manship,NA,6566f9e459631109e936b6ccc76ef994bbe6dd1d,Orange County EMT,NA,NA,NA,0000-0000-0000-00472,472,FALSE
Isidro Folley,NA,4bd161cd1f25dccc94229ebd5f70c2daeb12c3f4,Newbridge College - El Cajon,NA,NA,NA,0000-0000-0000-00473,473,FALSE
Tam Panaro,NA,ee4742e70766ee5f5d780450a832cd9bfa3b400c,International Sports Science Association,NA,NA,NA,0000-0000-0000-00474,474,TRUE
Ashely Sieler,NA,ac30f30553b4193659dd247e02a90fdc2833b96a,Beacon College,NA,NA,NA,0000-0000-0000-00475,475,FALSE
Bee Aubrecht,NA,03af0e688b525127c54a5bad055e3f42ede9178d,Westwood College - Denver North,NA,NA,NA,0000-0000-0000-00476,476,FALSE
Sasha Ameen,NA,e3d4e7bc735bddd8fbf0ad720c683107309a4499,Mid-Del Technology Center,NA,NA,NA,0000-0000-0000-00477,477,FALSE
Porsha Norbo,NA,7e72263cbf028963fa666a082e83eb3cb2006cc6,Palm Beach Atlantic University,NA,NA,NA,0000-0000-0000-00478,478,FALSE
Ellyn Naccari,NA,db837696e36f50fd2cba3e99741cc6e8be54798d,William Paterson University of New Jersey,NA,NA,NA,0000-0000-0000-00479,479,FALSE
Lillian Gianopulos,NA,346f2cf4b243fa7b0e996d866071178c9cabcf63,The Collective,NA,NA,NA,0000-0000-0000-00480,480,FALSE
Shanelle Geldmacher,NA,3ba9c80fb132f0bddce05d9251f9d98c0c6613ca,Victor Valley College,NA,NA,NA,0000-0000-0000-00481,481,FALSE
Simon Balestrieri,NA,cab7cb318adf97c7078510f0397cdbb56f5b2d44,Kentucky State University,NA,NA,NA,0000-0000-0000-00482,482,FALSE
Chanelle Welling,NA,ff1cedc534e1a2f73d80b308808d139cbd8ccef1,"Select Education Group, LLC dba Institute of Technology",NA,NA,NA,0000-0000-0000-00483,483,FALSE
Brian Herzig,NA,fe9d2ac19513a1beae24886e5ed9b1255e29db2d,Blue Cliff College - Metairie,NA,NA,NA,0000-0000-0000-00484,484,FALSE
Ardith Gladney,NA,741f05f6e70dc6b158da073e597e8a75d2d6a306,San Joaquin Delta College,NA,NA,NA,0000-0000-0000-00485,485,FALSE
Brendan Aysien,NA,43940eeff4740b24ece3999442a02522899468d8,WyoTech - Laramie,NA,NA,NA,0000-0000-0000-00486,486,FALSE
Leanne Lackey,NA,1c4ca49ef5fc19a48d7106d00e1d4eda3bfc4af2,Coral Springs Regional Institute of Public Safety,NA,NA,NA,0000-0000-0000-00487,487,FALSE
Lore Hanzl,NA,d5e9c9c5cac39c76b37fc6d4c22df084f58014ab,Remington College - Columbia Campus,NA,NA,NA,0000-0000-0000-00488,488,FALSE
Chasity Stump,NA,e904176483e150b9d1a1cfd723062eae110687ea,California State University - East Bay,NA,NA,NA,0000-0000-0000-00489,489,FALSE
Chin Strohmayer,NA,073d34ca1a1d18b0c77ec7ee2212e5e03f433d2b,Kiamichi Technology Center - Poteau,NA,NA,NA,0000-0000-0000-00490,490,FALSE
Emilio Pluff,NA,2344376fc9f0b5bdd0876b0216051c20f42cfb87,Fortis College - Phoenix,NA,NA,NA,0000-0000-0000-00491,491,FALSE
Tamesha Aderhold,NA,8537146bf7e760feeeb5368100994e9a8ac143d2,Colegio Tecnologico y Comercial de Puerto Rico,NA,NA,NA,0000-0000-0000-00492,492,FALSE
Edward Chan,NA,c7fdd8afcc84ddfe7bcef9efd04d5179a7ab97e0,Chesapeake College,NA,NA,NA,0000-0000-0000-00493,493,FALSE
Vance Doggette,NA,5986c299e452cb49c957c7be41c7bbc7f1426486,AmesEd,NA,NA,NA,0000-0000-0000-00494,494,FALSE
Tiffiny Neubert,NA,684872e3eefa89a4a6d930e8682770f6de2d3169,Ivy Christian College,NA,NA,NA,0000-0000-0000-00495,495,FALSE
Sunday Cardimino,NA,493f1416edee96d46d32f49daf92fb42e3ca2416,Texas State University,NA,NA,NA,0000-0000-0000-00496,496,FALSE
Bok Buote,NA,302fcbd517bc7012ec750c550334d836c5dd3347,Franciscan School of Theology,NA,NA,NA,0000-0000-0000-00497,497,FALSE
Arianne Cholula,NA,3e8c284fecd8e2d2a7cd8d2940a20023a11e4a13,Phoenix Seminary,NA,NA,NA,0000-0000-0000-00498,498,FALSE
Temika Linza,NA,89c043fbd5e62788c22f61fb611937544ce68beb,New Hope Christian College,NA,NA,NA,0000-0000-0000-00499,499,FALSE
Jonathan Utz,NA,fff92e007c9a26c9f04ac5c8e7a61249d001a01b,IBMC College,NA,NA,NA,0000-0000-0000-00500,500,FALSE
